STATION,NAME,DATE,TAVG,TMAX,TMIN
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",11/23/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",11/24/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",11/25/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",11/26/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",11/27/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",11/28/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",11/29/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",11/30/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/1/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/2/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/3/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/4/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/5/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/6/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/7/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/8/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/9/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/10/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/11/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/12/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/13/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/14/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/15/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/16/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/17/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/18/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/19/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/20/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/21/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/22/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/23/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/24/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/25/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/27/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/28/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/29/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/30/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",12/31/2023,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",1/1/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",1/2/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",1/3/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",1/4/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",1/25/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",1/26/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",1/27/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",1/28/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",1/29/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",1/30/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",1/31/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/1/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/2/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/3/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/4/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/5/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/6/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/7/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/8/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/9/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/10/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/11/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/12/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/13/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/16/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/17/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/18/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/19/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/20/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/21/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/22/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/23/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/24/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/25/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/26/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/27/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/28/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",2/29/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/1/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/2/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/3/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/4/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/5/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/6/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/7/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/8/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/9/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/10/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/11/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/12/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/13/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/14/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/15/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/16/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/17/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/18/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/19/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/20/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/21/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/22/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/23/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/24/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/25/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/26/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/27/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/28/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/29/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/30/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",3/31/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/1/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/2/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/3/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/4/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/5/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/6/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/7/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/8/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/9/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/10/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/11/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/12/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/13/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/14/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/15/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/16/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/17/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/18/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/19/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/20/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/21/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/22/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/23/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/24/2024,,,
US1NEBX0007,"ALLIANCE 10.1 SW, NE US",4/25/2024,,,
